id,sent1,sent2,ending0,ending1,ending2,ending3,ending4,end0type,end1type,end2type,end3type,end4type,label
9595,watch from the doorway,,laugh at the man trying to shave with the cat climbing on him,pet the giraffe when the man leaves,sit on the sofa with my friend,call a police officer with a drug dog.,give the boy's dog a big fuss,targ,lan,lan,vis,vis,0
9601,am feeling careful,,watch things burn next to the cat,try and get closer to the giraffes,play with a frisbee in the park,bring my teddy bear to show while on the garden,hold my small dog away from the other dogs.,vis,lan,lan,vis,targ,4
9605,if i want to exercise,,move the cat to sit down with the group,go to the park and play with my frisbee,watch things burn next to the cat,take a walk through the park,i will take the dog for a walk,vis,lan,vis,lan,targ,4
9610,get out there with all of you,,sit by the tree and use my laptop,play with my children in the bath,stay away from this man's dog,bring my teddy bear to show while on the garden,offer advice on how to train the dogs,lan,lan,vis,targ,vis,3
9615,am wanting some time to chill,,sleep in the bed next to my dog,sit and read my book with my dog,find a pet adotion site,will hug my bears,play frisbee with my dog outside.,lan,targ,vis,vis,lan,1
9619,am feeling kind,,let my cat sit at the table with me.,pat the dog,will hug my bears,empty the bucket of food out for the birds,relax on the couch in my living room.,targ,vis,vis,lan,lan,0
9637,want to socialize,,look for my childhood teddy bear,move the cat to sit down with the group,try to distract some of the group to mess up their picture,will hug my bears,clean the mess on the floor,vis,targ,lan,vis,lan,1
9647,feel sociable,,bring the boy down from the refrigerator,get the people to help clean up the mess,wiggle my shoelace for the cat,offer to help clean up the kitchen and go pat the dog.,i will cuddle one of these teddy bears,lan,lan,vis,targ,vis,3
9649,feel like having a relaxing day,,put a fedora on my dog.,take my dog and go and watch the cricket,go to the field with my friends and play some baseball,go to the yard and play with my friend,wiggle my shoelace for the cat,vis,targ,lan,lan,vis,1
9650,feel tired,,find a pet adotion site,hug a teddy bear,cover myself with large stuffed animals.,i'll let my cat play with my shoelaces rather than play with the cat,let my boy play with a toy.,vis,vis,lan,targ,lan,3
9651,lay on the couch.,,take a tracking dog to a training course,have my cat and dog cuddle up next to me.,check the securings on the dog crate,sleep with my dog on my bed all the night,shave my face while i play with the cat,vis,targ,vis,lan,lan,1
9652,feeling uneasy,,sit still while a cat plays with my shoelace,give the bear a hug.,play with my toys in the sink,call a police officer with a drug dog.,sit on the floor with my laptop,targ,vis,lan,vis,lan,0
9654,need to smile,,jump up and grab the frisbee from the man,watch a dog do tricks,will hug my bears,i will feed the kitten,play frisbee in the house,lan,targ,vis,vis,lan,1
9655,i feel serene,,take a tracking dog to a training course,i will talk to the people about their cat,i will provide them with my food,crawl up in bed with my cat,watch a dog do tricks,vis,targ,lan,lan,vis,1
9656,fly high like a bird,,teach my dog to jump high in the air,practice my jumps on my board,cuddle next to soft teddy bears,catch and throw the frisbee back to the kid,share my lunch with the cats,targ,lan,vis,lan,vis,0
9657,if i wanted to watch animals performing tricks i would be here,,i will watch the dog perform tricks,move out of the way of the animals quickly,get my frisbee,spend some time with my horse,hug a large brown teddy bear,targ,vis,lan,lan,vis,0
9659,have time to spare,,watch things burn next to the cat,take a photo of the child and cat,hug the teddy bear,i will compliment the woman on her dogs skills,kill this cup in the microwave to heat the coffee,targ,lan,vis,vis,lan,0
9700,want to hug the cute puppy,,take my dog for a game of frisbee in the park,take a picture in the mirror with my cat.,grab and hug the puppy,cuddle in bed next to him and have a nap,feed the cat with a spoon,lan,vis,targ,lan,vis,2
9703,feel lonely and my unit does not allow doggies,,i will sit on this bench with my dog and read.,sit and read my book with my dog,get a kitten even though i am not fond of cats.,play with my toys in the sink,pick up the baby for a cuddle,vis,vis,targ,lan,lan,2
9704,am feeling sociable,,look for my childhood teddy bear,play frisbie with the dog,i'll hold my wife and gaze into her eyes,call a police officer with a drug dog.,i will chat to the lady and stroke the cats.,vis,lan,lan,vis,targ,4
9708,want to find new friends,,laugh at the dog sitting at the table with this woman.,go to the zoo to see these animals,find a pet adotion site,visit lots of animals at this park,i will watch the dog perform tricks,vis,lan,targ,lan,vis,2
9718,feel like being comfortable,,sleep with my dog on my bed all the night,move the cat to sit down with the group,go to bed with a bear,cuddle next to soft teddy bears,tell this lady to put the cat in her jacket,lan,vis,lan,targ,vis,3
9738,want to be entertained,,i will cheer the man when he make a home run,go to the baseball game,be sure to hit the baseball hoping to get a home run,look at the baseball game photos and try to understand the historical significance,pick up the bat and hit the baseball very far,vis,targ,lan,vis,lan,1
9741,want to relax,,go to the field and watch a baseball game,sign autographs after finishing the baseball game,go to a baseball game and enjoy watching the players,watch the baseball game,i will cheer the man when he make a home run,lan,vis,lan,targ,vis,3
9742,like sports,,go to the field and watch a baseball game,enjoy watching the baseball game.,sign autographs after finishing the baseball game,look at the baseball game photos and try to understand the historical significance,go to a baseball game and enjoy watching the players,lan,targ,vis,vis,lan,1
9745,want to play wiffleball,,i will throw a wiffleball at the man,i will recognized the man's skate trick,look at the baseball game photos and try to understand the historical significance,hit the ball with my bat and get a homerun.,clap the woman who mised the baseball,targ,lan,vis,lan,vis,0
9746,i feeling very funny,,use my bat to get a home run and win the baseball game,look at the baseball game photos and try to understand the historical significance,cheer for the boy as he throws the baseball,go to the field and watch a baseball game,i will go to baseball game,lan,vis,vis,lan,targ,4
9752,am in awe,,watch to see baseball in action,sign autographs after finishing the baseball game,cheer for the boy as he throws the baseball,watch the softball game.,watch how the hitter hits the baseball,targ,vis,vis,lan,lan,0
9755,feel like being entertained,,cheer for the boy as he throws the baseball,sign autographs after finishing the baseball game,go to this baseball game,go to the field and watch a baseball game,watch a professional baseball game in the stadium,vis,vis,targ,lan,lan,2
9758,want to be in charge,,i will cheer the man when he make a home run,learn the baseball rules,be ready to hit the baseball.,give advice to the baseball team,i will watch the little girls play baseball,vis,lan,lan,targ,vis,3
9773,am fed up with the speed of the match,,go and get a hotdog to cheer my self up while the players play another innings,go to a baseball game,leave i don't know baseball rules,watch the batter hit the ball and cheer for him to get a homerun,remember the old baseball photos,targ,lan,vis,lan,vis,0
9797,want to learn how to play,,go to the baseball stadium,watch the player swing the bat,watch the player swing the bat.,closely watch the man catching the baseball,leave i don't know baseball rules,vis,lan,lan,targ,vis,3
9800,i am hopeful,,watch to see if the batter picks up the ball,i will hit the ball with my bat and get a homerun,cheer the baseball team,i will watch to see if the catcher will catch the baseball,give advice to the baseball team,lan,lan,vis,targ,vis,3
